featurization,target,fold,epoch,step,train_loss_epoch,train_loss_step,val/accuracy,val/binary-mcc,val/f1,val/prc,val/roc,val_loss
exp_2_cip_rs_singletask,R/S_class,2,4,256.14285714285717,4.787440047948621e-05,9.843003717832147e-05,1.0,0.9999791979789734,1.0,1.0,1.0,1.0349639524065424e-05
exp_2_cip_rs_singletask,R/S_class,2,5,310.25,2.4752178433118388e-05,3.855389801780114e-05,1.0,0.999987006187439,1.0,1.0,1.0,6.409000434359768e-06
exp_2_cip_rs_singletask,R/S_class,2,6,366.14285714285717,1.661988608248066e-05,3.0188582013562842e-05,1.0,0.9999905824661256,1.0,1.0,1.0,4.6817708607704844e-06
exp_2_cip_rs_singletask,R/S_class,2,7,420.25,1.2876521395810414e-05,8.620005549649553e-06,1.0,0.999991536140442,1.0,1.0,1.0,4.208082827972248e-06
exp_2_cip_rs_singletask,R/S_class,2,8,476.14285714285717,1.1492453268147074e-05,1.9079572166447178e-05,1.0,0.9999961256980896,1.0,1.0,1.0,1.8860109776142051e-06
exp_2_cip_rs_singletask,R/S_class,2,9,530.25,6.0668858168355655e-06,6.694587770065634e-06,1.0,0.999997854232788,1.0,1.0,1.0,1.0571868642728075e-06
exp_2_cip_rs_singletask,R/S_class,2,10,586.1428571428571,5.519900241779396e-06,5.4374585829464195e-06,1.0,0.9999979734420776,1.0,1.0,1.0,1.0515489066165171e-06
exp_2_cip_rs_singletask,R/S_class,2,11,640.25,4.014249043393647e-06,5.269494423032484e-06,1.0,0.9999985098838806,1.0,1.0,1.0,7.403502308989118e-07
exp_2_cip_rs_singletask,R/S_class,2,12,696.1428571428571,3.5818534342979547e-06,6.337725238836356e-06,1.0,0.9999986886978148,1.0,1.0,1.0,6.380822696883115e-07
exp_2_cip_rs_singletask,R/S_class,2,13,750.25,3.0339772365550743e-06,4.0218705284663274e-06,1.0,0.999998927116394,1.0,1.0,1.0,5.514990562005551e-07
exp_2_cip_rs_singletask,R/S_class,2,14,806.1428571428571,2.4678438421688043e-06,7.196600972747547e-06,1.0,0.9999991059303284,1.0,1.0,1.0,4.184865929346415e-07
exp_2_cip_rs_singletask,R/S_class,2,15,860.25,2.141950744771748e-06,2.350584026089564e-06,1.0,0.9999993443489076,1.0,1.0,1.0,3.312755723072769e-07
exp_2_cip_rs_singletask,R/S_class,3,0,36.142857142857146,0.6750372052192688,0.6756642580032348,0.9684210419654846,0.1608138084411621,0.9693877696990968,1.0,1.0,0.5488147735595703
exp_2_cip_rs_singletask,R/S_class,3,1,90.25,0.1087633669376373,0.09886547142862882,1.0,0.998698592185974,1.0,1.0,1.0,0.0006570803234353
exp_2_cip_rs_singletask,R/S_class,3,2,146.14285714285714,0.0002185320190619,7.214697980088731e-05,1.0,0.9991748332977296,1.0,1.0,1.0,0.0004168812010902
exp_2_cip_rs_singletask,R/S_class,3,3,200.25,0.0001287050545215,7.97380201523068e-05,1.0,0.9994621872901917,1.0,1.0,1.0,0.0002711063425522
exp_2_cip_rs_singletask,R/S_class,3,4,256.14285714285717,8.612575038569048e-05,0.0001463653639802658,1.0,0.9994987845420836,1.0,1.0,1.0,0.0002531289646867
exp_2_cip_rs_singletask,R/S_class,3,5,310.25,4.776946661877446e-05,1.2028366124165283e-05,1.0,0.999887228012085,1.0,1.0,1.0,5.641525785904378e-05
exp_2_cip_rs_singletask,R/S_class,3,6,366.14285714285717,2.6227478883811273e-05,3.403068621992134e-05,1.0,0.999895453453064,1.0,1.0,1.0,5.233265255810693e-05
exp_2_cip_rs_singletask,R/S_class,3,7,420.25,2.4672872314113192e-05,1.1934987886282519e-05,1.0,0.9999194145202636,1.0,1.0,1.0,4.033243749290705e-05
exp_2_cip_rs_singletask,R/S_class,3,8,476.14285714285717,1.4660196939075831e-05,4.468517408895422e-06,1.0,0.999955415725708,1.0,1.0,1.0,2.222618968517054e-05
exp_2_cip_rs_singletask,R/S_class,3,9,530.25,9.904824764817022e-06,2.0172708540637054e-06,1.0,0.9999626874923706,1.0,1.0,1.0,1.8672022633836605e-05
exp_2_cip_rs_singletask,R/S_class,3,10,586.1428571428571,9.533084266877268e-06,2.577493751232396e-06,1.0,0.9999716281890868,1.0,1.0,1.0,1.412541405443335e-05
exp_2_cip_rs_singletask,R/S_class,3,11,640.25,8.126686225295998e-06,8.530930472261389e-06,1.0,0.9999815225601196,1.0,1.0,1.0,9.19747253647074e-06
exp_2_cip_rs_singletask,R/S_class,3,12,696.1428571428571,4.137731593800709e-06,5.906853846227022e-06,1.0,0.9999851584434508,1.0,1.0,1.0,7.346774964389624e-06
exp_2_cip_rs_singletask,R/S_class,3,13,750.25,3.3614398944337154e-06,2.684413426360758e-06,1.0,0.999987244606018,1.0,1.0,1.0,6.354369816108374e-06
exp_2_cip_rs_singletask,R/S_class,3,14,806.1428571428571,2.6506731956033036e-06,7.6554482575375e-07,1.0,0.9999898076057434,1.0,1.0,1.0,5.045586021878989e-06
exp_2_cip_rs_singletask,R/S_class,3,15,860.25,2.200280960096279e-06,2.964172445274471e-06,1.0,0.999991238117218,1.0,1.0,1.0,4.356725185061805e-06
exp_2_cip_rs_singletask,R/S_class,3,16,916.1428571428571,2.0620088889700128e-06,1.724991793139452e-06,1.0,0.9999918937683104,1.0,1.0,1.0,4.064756012667203e-06
exp_2_cip_rs_singletask,R/S_class,3,17,970.25,1.6991020856949035e-06,1.993258938644734e-06,1.0,0.9999935030937196,1.0,1.0,1.0,3.2230075248662615e-06
exp_2_cip_rs_singletask,R/S_class,3,18,1026.142857142857,1.467477318328747e-06,1.0202912221757288e-06,1.0,0.999994456768036,1.0,1.0,1.0,2.762426220215275e-06
exp_2_cip_rs_singletask,R/S_class,3,19,1080.25,1.4376690842254902e-06,7.585024638008994e-07,1.0,0.9999949932098388,1.0,1.0,1.0,2.486374569343752e-06
exp_2_cip_rs_singletask,R/S_class,3,20,1136.142857142857,1.0883032928177272e-06,3.5390071673191414e-07,1.0,0.9999949932098388,1.0,1.0,1.0,2.494600266800262e-06
exp_2_cip_rs_singletask,R/S_class,3,21,1190.25,1.0457699772814522e-06,8.794337568544345e-07,1.0,0.9999953508377076,1.0,1.0,1.0,2.2944573174754623e-06
exp_2_cip_rs_singletask,R/S_class,4,0,36.142857142857146,0.6728681921958923,0.6703689217567443,1.0,0.2319832444190979,1.0,1.0,1.0,0.4879144728183746
exp_2_cip_rs_singletask,R/S_class,4,1,90.25,0.1368097066879272,0.11730294119721894,1.0,0.9987112879753112,1.0,1.0,1.0,0.0006498886505141
exp_2_cip_rs_singletask,R/S_class,4,2,146.14285714285714,0.000738596136216,0.0008314179896842201,1.0,0.999688446521759,1.0,1.0,1.0,0.0001563249970786
exp_2_cip_rs_singletask,R/S_class,4,3,200.25,0.000267447438091,0.0003325790870197,1.0,0.999847650527954,1.0,0.9999999403953552,1.0,7.620445830980316e-05
exp_2_cip_rs_singletask,R/S_class,4,4,256.14285714285717,0.0001392457779729,0.0002111048539518077,1.0,0.9999096393585204,1.0,1.0,1.0,4.522258313954808e-05
exp_2_cip_rs_singletask,R/S_class,4,5,310.25,7.316473056562245e-05,0.00010545242730585138,1.0,0.999954879283905,1.0,1.0,1.0,2.2556985641131178e-05
exp_2_cip_rs_singletask,R/S_class,4,6,366.14285714285717,4.533226820058189e-05,5.3272239529178475e-05,1.0,0.9999762177467346,1.0,1.0,1.0,1.1847685527754948e-05
exp_2_cip_rs_singletask,R/S_class,4,7,420.25,2.4760583983152173e-05,3.752763935456945e-05,1.0,0.9999865889549256,1.0,1.0,1.0,6.652755018876633e-06
exp_2_cip_rs_singletask,R/S_class,4,8,476.14285714285717,1.6117732229758985e-05,9.548831530992175e-06,1.0,0.9999916553497314,1.0,1.0,1.0,4.125317445868859e-06
exp_2_cip_rs_singletask,R/S_class,4,9,530.25,9.747383955982514e-06,1.3917710361965874e-05,1.0,0.9999945759773254,1.0,1.0,1.0,2.719062649703119e-06
exp_2_cip_rs_singletask,R/S_class,4,10,586.1428571428571,7.417977940349374e-06,4.067565294008091e-06,1.0,0.9999955892562866,1.0,1.0,1.0,2.150748287021998e-06
exp_2_cip_rs_singletask,R/S_class,4,11,640.25,5.670317477779463e-06,8.172320292487711e-06,1.0,0.9999966621398926,1.0,1.0,1.0,1.6883576563486713e-06
exp_2_cip_rs_singletask,R/S_class,4,12,696.1428571428571,4.377541245048633e-06,5.30329734829138e-06,1.0,0.9999974966049194,1.0,1.0,1.0,1.2397188129398271e-06
exp_2_cip_rs_singletask,R/S_class,4,13,750.25,3.5763423511525616e-06,2.138078170806542e-06,1.0,0.999998152256012,1.0,1.0,1.0,9.549112292006612e-07
exp_2_cip_rs_singletask,R/S_class,4,14,806.1428571428571,2.944163725260296e-06,1.6107407873278135e-06,1.0,0.9999982714653016,1.0,1.0,1.0,8.457265039396589e-07
exp_2_cip_rs_singletask,R/S_class,4,15,860.25,2.4808425678202184e-06,7.778728251158403e-07,1.0,0.9999985694885254,1.0,1.0,1.0,6.355614914355101e-07
exp_2_cip_rs_singletask,R/S_class,4,16,916.1428571428571,2.3939855964272283e-06,1.935889473259067e-06,1.0,0.9999988079071044,1.0,1.0,1.0,5.684304369424353e-07
exp_2_cip_rs_singletask,R/S_class,4,17,970.25,1.8527745169194532e-06,1.6834573723182682e-06,1.0,0.9999990463256836,1.0,1.0,1.0,4.8435953203807e-07
exp_2_cip_rs_singletask,R/S_class,4,18,1026.142857142857,1.5889894484644174e-06,4.842843559060839e-07,1.0,0.9999991059303284,1.0,1.0,1.0,4.228763259561674e-07
exp_2_cip_rs_singletask,R/S_class,4,19,1080.25,1.3350410199564069e-06,4.006924072541551e-07,1.0,0.9999993443489076,1.0,1.0,1.0,3.337833049954497e-07
exp_2_cip_rs_singletask,R/S_class,4,20,1136.142857142857,1.1775932762247976e-06,1.5138742242015724e-06,1.0,0.999999463558197,1.0,1.0,1.0,2.823350655489776e-07
exp_2_cip_rs_singletask,R/S_class,4,21,1190.25,1.0613262020342518e-06,6.113616943063486e-07,1.0,0.9999995827674866,1.0,1.0,1.0,2.6476729431124113e-07
exp_2_cip_rs_singletask,@/@@_class,0,0,36.142857142857146,0.6941570043563843,0.6945977807044983,0.5,4.118680953979492e-05,0.0,0.5224716067314148,0.5116897821426392,0.6932569146156311
exp_2_cip_rs_singletask,@/@@_class,0,1,90.25,0.6935467720031738,0.6924195190270742,0.5,8.189678192138672e-05,0.6666666865348816,0.5322297811508179,0.5729639530181885,0.6934588551521301
exp_2_cip_rs_singletask,@/@@_class,0,2,146.14285714285714,0.6935972571372986,0.6940742373466492,0.4947368502616882,0.0002844929695129,0.0399999991059303,0.4835681319236755,0.5103046894073486,0.6928741335868835
exp_2_cip_rs_singletask,@/@@_class,0,3,200.25,0.693813681602478,0.6932923197746277,0.5,4.458427429199219e-05,0.6666666865348816,0.5190207958221436,0.5227146148681641,0.693156361579895
exp_2_cip_rs_singletask,@/@@_class,0,4,256.14285714285717,0.6934537291526794,0.693674099445343,0.5,0.0001267194747924,0.0,0.512073278427124,0.5311911702156067,0.6930562853813171
exp_2_cip_rs_singletask,@/@@_class,0,5,310.25,0.6931681632995605,0.6948742171128591,0.5105262994766235,0.0010558366775512,0.041237112134695,0.4814495146274566,0.4868698120117187,0.6924496293067932
exp_2_cip_rs_singletask,@/@@_class,0,6,366.14285714285717,0.6916345357894897,0.690996789932251,0.5736842155456543,0.0086840391159057,0.5090909004211426,0.6211611032485962,0.6457617282867432,0.6849859356880188
exp_2_cip_rs_singletask,@/@@_class,0,7,420.25,0.6815268397331238,0.6830024619897207,0.6473684310913086,0.0447900891304016,0.6666666865348816,0.7021970748901367,0.7019391059875488,0.657993495464325
exp_2_cip_rs_singletask,@/@@_class,0,8,476.14285714285717,0.6519941091537476,0.6495962023735047,0.6842105388641357,0.1494357585906982,0.708737850189209,0.7266570329666138,0.7198891639709473,0.6116305589675903
exp_2_cip_rs_singletask,@/@@_class,0,9,530.25,0.6087086200714111,0.633574495712916,0.7157894968986511,0.1959316730499267,0.7127659320831299,0.7661209106445312,0.7803877592086792,0.5720773935317993
exp_2_cip_rs_singletask,@/@@_class,0,10,586.1428571428571,0.5736303329467773,0.5653613209724426,0.6736842393875122,0.2214701175689697,0.6836734414100647,0.7453818321228027,0.7512465715408325,0.5906210541725159
exp_2_cip_rs_singletask,@/@@_class,0,11,640.25,0.5521156191825867,0.6101076702276865,0.7105262875556946,0.2670625448226928,0.7236180901527405,0.7832759618759155,0.7823822498321533,0.5681816339492798
exp_2_cip_rs_singletask,@/@@_class,0,12,696.1428571428571,0.5302507877349854,0.49176129698753357,0.6315789222717285,0.2023777961730957,0.6634615659713745,0.7380598783493042,0.7195568084716797,0.638504147529602
exp_2_cip_rs_singletask,@/@@_class,0,13,750.25,0.5166777968406677,0.5199019958575567,0.7157894968986511,0.3086474537849426,0.699999988079071,0.7962228059768677,0.802105188369751,0.5561899542808533
exp_2_cip_rs_singletask,@/@@_class,0,14,806.1428571428571,0.48909991979599,0.5123191118240357,0.6842105388641357,0.2865992784500122,0.6842105388641357,0.7846498489379883,0.7842658758163452,0.5728654265403748
exp_2_cip_rs_singletask,@/@@_class,0,15,860.25,0.4698673486709595,0.4402526964743932,0.678947389125824,0.274549663066864,0.6995074152946472,0.7809144854545593,0.7670913934707642,0.6049141883850098
exp_2_cip_rs_singletask,@/@@_class,0,16,916.1428571428571,0.4642042219638824,0.4653944671154022,0.699999988079071,0.3086615800857544,0.6850828528404236,0.7981671094894409,0.7946814298629761,0.5501388907432556
exp_2_cip_rs_singletask,@/@@_class,0,17,970.25,0.4421281814575195,0.4334377000729243,0.7052631378173828,0.3430773019790649,0.7227723002433777,0.8110105991363525,0.8078670501708984,0.5557194352149963
exp_2_cip_rs_singletask,@/@@_class,0,18,1026.142857142857,0.4311142265796661,0.48491435647010805,0.7157894968986511,0.3069913983345032,0.7157894968986511,0.7866175770759583,0.7853739261627197,0.5767244100570679
exp_2_cip_rs_singletask,@/@@_class,0,19,1080.25,0.4172288477420807,0.46272950371106464,0.7473683953285217,0.3519783020019531,0.7623762488365173,0.8186337947845459,0.8156232833862305,0.5379493236541748
exp_2_cip_rs_singletask,@/@@_class,0,20,1136.142857142857,0.4026713669300079,0.42961812019348145,0.74210524559021,0.3596490621566772,0.7562189102172852,0.8020776510238647,0.8057618141174316,0.5733445286750793
exp_2_cip_rs_singletask,@/@@_class,0,21,1190.25,0.4002266526222229,0.4051158626874288,0.7473683953285217,0.3682610392570495,0.7362637519836426,0.8190181255340576,0.8233795166015625,0.5428044199943542
exp_2_cip_rs_singletask,@/@@_class,0,22,1246.142857142857,0.3875196874141693,0.34988393187522887,0.7315789461135864,0.3860042095184326,0.7512195110321045,0.8134616017341614,0.817728579044342,0.5626767873764038
exp_2_cip_rs_singletask,@/@@_class,0,23,1300.25,0.3779084086418152,0.3489488139748573,0.7473683953285217,0.372916579246521,0.7362637519836426,0.8153346180915833,0.8144044876098633,0.5699095726013184
exp_2_cip_rs_singletask,@/@@_class,0,24,1356.142857142857,0.3741790056228637,0.41444125175476076,0.7315789461135864,0.3813824653625488,0.7512195110321045,0.8195235729217529,0.8199446201324463,0.5716973543167114
exp_2_cip_rs_singletask,@/@@_class,0,25,1410.25,0.3606139123439789,0.3548961008588473,0.7631579041481018,0.3725019693374634,0.7668393850326538,0.8152445554733276,0.8202769756317139,0.5596811175346375
exp_2_cip_rs_singletask,@/@@_class,0,26,1466.142857142857,0.347452849149704,0.32761642932891843,0.7368420958518982,0.3820680379867553,0.75,0.7962760329246521,0.801440417766571,0.6468614339828491
exp_2_cip_rs_singletask,@/@@_class,0,27,1520.25,0.3431608378887176,0.3542512406905492,0.7947368621826172,0.4083412289619446,0.7958115339279175,0.8310866355895996,0.8347922563552856,0.5395812392234802
exp_2_cip_rs_singletask,@/@@_class,0,28,1576.142857142857,0.3355578184127807,0.3415298461914062,0.7684210538864136,0.4158388376235962,0.7634408473968506,0.8210155963897705,0.8271468281745911,0.5736486911773682
exp_2_cip_rs_singletask,@/@@_class,0,29,1630.25,0.3258014917373657,0.35272851089636487,0.7684210538864136,0.4209086298942566,0.7555555701255798,0.828335702419281,0.829473614692688,0.585994303226471
exp_2_cip_rs_singletask,@/@@_class,1,0,36.142857142857146,0.6939190626144409,0.6901092410087586,0.5,8.52346420288086e-06,0.6666666865348816,0.5056077837944031,0.499058187007904,0.6940062642097473
exp_2_cip_rs_singletask,@/@@_class,1,1,90.25,0.6941137909889221,0.6920791864395142,0.5105262994766235,-9.5367431640625e-06,0.6642599105834961,0.4926202893257141,0.4555678367614746,0.6931570172309875
exp_2_cip_rs_singletask,@/@@_class,1,2,146.14285714285714,0.693254292011261,0.6930046916007996,0.5105262994766235,6.031990051269531e-05,0.5829596519470215,0.5505092144012451,0.52277010679245,0.6930874586105347
exp_2_cip_rs_singletask,@/@@_class,1,3,200.25,0.6927086114883423,0.6916869680086771,0.5,-0.0043228864669799,0.0,0.4521828293800354,0.4312465190887451,0.7148973941802979
exp_2_cip_rs_singletask,@/@@_class,1,4,256.14285714285717,0.6943185329437256,0.6938077330589294,0.5052631497383118,-0.0001564025878906,0.0961538478732109,0.487487643957138,0.4565097093582153,0.6933491230010986
exp_2_cip_rs_singletask,@/@@_class,1,5,310.25,0.6899344325065613,0.6866702338059744,0.5052631497383118,0.0053125023841857,0.6384615302085876,0.5998703241348267,0.5793906450271606,0.6883031725883484
exp_2_cip_rs_singletask,@/@@_class,1,6,366.14285714285717,0.6881425976753235,0.6779764771461487,0.5210526585578918,0.0104219913482666,0.116504855453968,0.5571960210800171,0.5560110807418823,0.6878026127815247
exp_2_cip_rs_singletask,@/@@_class,1,7,420.25,0.6616484522819519,0.6615912318229675,0.6578947305679321,0.0413892269134521,0.6889952421188354,0.6528905630111694,0.6602770090103149,0.662525475025177
exp_2_cip_rs_singletask,@/@@_class,1,8,476.14285714285717,0.6606426239013672,0.6578813314437866,0.6368421316146851,0.0607745647430419,0.6567164063453674,0.6381775140762329,0.6740165948867798,0.6532931923866272
exp_2_cip_rs_singletask,@/@@_class,1,9,530.25,0.6242163777351379,0.6355993946393331,0.6526315808296204,0.0944991707801818,0.6413043737411499,0.6491178274154663,0.6822160482406616,0.6443504691123962
exp_2_cip_rs_singletask,@/@@_class,1,10,586.1428571428571,0.5879349112510681,0.5907882452011108,0.6947368383407593,0.1456241607666015,0.7099999785423279,0.6763800978660583,0.6971744298934937,0.6320036053657532
exp_2_cip_rs_singletask,@/@@_class,1,11,640.25,0.5626794099807739,0.5701904396216074,0.6736842393875122,0.1627360582351684,0.6804123520851135,0.6947149038314819,0.7196675539016724,0.6038804054260254
exp_2_cip_rs_singletask,@/@@_class,1,12,696.1428571428571,0.5419845581054688,0.5531546831130981,0.6842105388641357,0.1844550967216491,0.6907216310501099,0.7504734396934509,0.7427146434783936,0.5890607237815857
exp_2_cip_rs_singletask,@/@@_class,1,13,750.25,0.5247174501419067,0.5280867467323939,0.699999988079071,0.1987233161926269,0.6984127163887024,0.7400681972503662,0.7422714233398438,0.5886613726615906
