featurization,target,fold,epoch,step,train_loss_epoch,train_loss_step,val/accuracy,val/binary-mcc,val/f1,val/prc,val/roc,val_loss
exp_0_neg_control_no_stereo_singletask,R/S_class,0,0,36.142857142857146,0.6940591335296631,0.6934836268424988,0.5,0.0,0.6666666865348816,0.5026315450668335,0.5,0.6932533383369446
exp_0_neg_control_no_stereo_singletask,R/S_class,0,1,90.25,0.6940757632255554,0.69644163052241,0.5,0.0,0.6666666865348816,0.5026316046714783,0.4999999701976776,0.6931965947151184
exp_0_neg_control_no_stereo_singletask,R/S_class,0,2,146.14285714285714,0.6938056945800781,0.6937350630760193,0.5,0.0,0.6666666865348816,0.5026315450668335,0.5,0.6931846141815186
exp_0_neg_control_no_stereo_singletask,R/S_class,0,3,200.25,0.6934106945991516,0.6936548948287964,0.5,0.0,0.6666666865348816,0.5026315450668335,0.5,0.6931473612785339
exp_0_neg_control_no_stereo_singletask,R/S_class,0,4,256.14285714285717,0.6933238506317139,0.6932673931121827,0.5,0.0,0.6666666865348816,0.5026315450668335,0.5,0.6931658983230591
exp_0_neg_control_no_stereo_singletask,R/S_class,0,5,310.25,0.6932370066642761,0.6933026313781738,0.5,0.0,0.0,0.502663254737854,0.5000553727149963,0.6931484937667847
exp_0_neg_control_no_stereo_singletask,R/S_class,0,6,366.14285714285717,0.6932159662246704,0.6934026598930358,0.5,0.0,0.6666666865348816,0.5026315450668335,0.5,0.6931473612785339
exp_0_neg_control_no_stereo_singletask,R/S_class,0,7,420.25,0.6932193636894226,0.6929680109024048,0.5,0.0,0.6666666865348816,0.5026315450668335,0.5,0.693148672580719
exp_0_neg_control_no_stereo_singletask,R/S_class,0,8,476.14285714285717,0.6932361721992493,0.6932891726493835,0.5,0.0,0.0,0.5026315450668335,0.5,0.6931478381156921
exp_0_neg_control_no_stereo_singletask,R/S_class,0,9,530.25,0.6931943893432617,0.6930354038874308,0.5,0.0,0.0,0.5026316046714783,0.4999999701976776,0.6931473016738892
exp_0_neg_control_no_stereo_singletask,R/S_class,0,10,586.1428571428571,0.6932080984115601,0.6937087893486023,0.5,0.0,0.6666666865348816,0.5026316046714783,0.4999999701976776,0.6931476593017578
