AUROC,AUPRC,MCC,Accuracy,F1,threshold,MCC_tuned,Accuracy_tuned,F1_tuned,threshold_tuned,fold,model,featurization,target,split,epochs_run,best_epoch,best_score,es_triggered,monitor,min_epochs,max_epochs,patience,min_delta,run_tag
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,3,chemprop,exp_2_cip_rs_singletask,R/S_class,test,22,21,2.2944573174754623e-06,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,4,chemprop,exp_2_cip_rs_singletask,R/S_class,train,22,21,2.6476729431124113e-07,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,4,chemprop,exp_2_cip_rs_singletask,R/S_class,val,22,21,2.6476729431124113e-07,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,4,chemprop,exp_2_cip_rs_singletask,R/S_class,test,22,21,2.6476729431124113e-07,True,val_loss,10,75,10,1e-05,exp2_cip
0.9067229783464352,0.9098137567576468,0.6303916919122889,0.8139735480161012,0.8218121729551088,0.5,0.6267839786735648,0.81196089706728,0.8205268935236004,0.4967331290245056,0,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,30,19,0.5379493236541748,True,val_loss,10,75,10,1e-05,exp2_cip
0.8156232686980609,0.8199142729064512,0.4987316420281047,0.7473684210526316,0.7623762376237624,0.5,0.5100613704506707,0.7526315789473684,0.7684729064039408,0.4967331290245056,0,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,30,19,0.5379493236541748,True,val_loss,10,75,10,1e-05,exp2_cip
0.8303601108033241,0.8398385105230834,0.48553038055886144,0.7421052631578947,0.751269035532995,0.5,0.48553038055886144,0.7421052631578947,0.751269035532995,0.4967331290245056,0,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,30,19,0.5379493236541748,True,val_loss,10,75,10,1e-05,exp2_cip
0.9259540210196615,0.9263215252842671,0.6895223137642987,0.8447383553766532,0.8456260720411664,0.5,0.6715613109066909,0.8346751006325475,0.8276895415043453,0.5865696668624878,1,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,42,31,0.4691105782985687,True,val_loss,10,75,10,1e-05,exp2_cip
0.864376731301939,0.8632571606548362,0.6316139407998892,0.8157894736842105,0.8148148148148148,0.5,0.6529572344002587,0.8263157894736842,0.8235294117647058,0.5865696668624878,1,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,42,31,0.4691105782985687,True,val_loss,10,75,10,1e-05,exp2_cip
0.8363434903047092,0.83354000061897,0.5373186100548619,0.7684210526315789,0.7634408602150538,0.5,0.5075459213253763,0.7526315789473684,0.7403314917127072,0.5865696668624878,1,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,42,31,0.4691105782985687,True,val_loss,10,75,10,1e-05,exp2_cip
0.9806313966934525,0.9818159313390451,0.8435932903228465,0.921794134560092,0.9219288174512055,0.5,0.8351036605770432,0.917193789534215,0.9188732394366197,0.4384536147117615,2,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,66,55,0.49322837591171265,True,val_loss,10,75,10,1e-05,exp2_cip
0.8773407202216066,0.8788518412745645,0.5476415514324751,0.7736842105263158,0.7772020725388601,0.5,0.6132846549348298,0.8052631578947368,0.8140703517587939,0.4384536147117615,2,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,66,55,0.49322837591171265,True,val_loss,10,75,10,1e-05,exp2_cip
0.8449861495844875,0.8505873546647222,0.5263449506665743,0.7631578947368421,0.7643979057591623,0.5,0.5369611126034057,0.7684210526315789,0.7708333333333334,0.4384536147117615,2,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,66,55,0.49322837591171265,True,val_loss,10,75,10,1e-05,exp2_cip
0.9086362615781578,0.9113797329917455,0.6317433433486956,0.8145485911443359,0.805664356733956,0.5,0.5986785355381922,0.7878090856814262,0.754,0.6253064274787903,3,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,33,22,0.5239424109458923,True,val_loss,10,75,10,1e-05,exp2_cip
0.8216066481994458,0.8173295473433344,0.465250427881595,0.7315789473684211,0.7182320441988951,0.5,0.4992301766027062,0.7368421052631579,0.6875,0.6253064274787903,3,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,33,22,0.5239424109458923,True,val_loss,10,75,10,1e-05,exp2_cip
0.8310249307479225,0.8300621073515925,0.5100613704506707,0.7526315789473684,0.7344632768361582,0.5,0.4924875808054195,0.7368421052631579,0.6951219512195121,0.6253064274787903,3,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,33,22,0.5239424109458923,True,val_loss,10,75,10,1e-05,exp2_cip
0.938847354322132,0.9410365399780324,0.7239912688224787,0.8619896492236918,0.8623853211009175,0.5,0.6691895736410439,0.8228867165037378,0.7961614824619457,0.6878065466880798,4,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,37,26,0.526461124420166,True,val_loss,10,75,10,1e-05,exp2_cip
0.8333518005540165,0.8302457301063844,0.5168212829535361,0.7578947368421053,0.7653061224489796,0.5,0.5305892259424583,0.7526315789473684,0.7080745341614907,0.6878065466880798,4,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,37,26,0.526461124420166,True,val_loss,10,75,10,1e-05,exp2_cip
0.854736842105263,0.8591602315088233,0.5687046880260318,0.7842105263157895,0.7807486631016043,0.5,0.5302024364149763,0.7578947368421053,0.7261904761904762,0.6878065466880798,4,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,37,26,0.526461124420166,True,val_loss,10,75,10,1e-05,exp2_cip
0.8962475377142648,0.8936937127920983,0.6219215369662503,0.8108108108108109,0.8137032842582106,0.5,0.6163801708212261,0.8041978148361127,0.818738355070535,0.4066743850708008,0,chemprop,exp_2_cip_rs_singletask,F/L_class,train,22,11,0.5099587440490723,True,val_loss,10,75,10,1e-05,exp2_cip
0.8391135734072023,0.833469979754441,0.5473987486932372,0.7736842105263158,0.774869109947644,0.5,0.5836221342882076,0.7894736842105263,0.801980198019802,0.4066743850708008,0,chemprop,exp_2_cip_rs_singletask,F/L_class,val,22,11,0.5099587440490723,True,val_loss,10,75,10,1e-05,exp2_cip
0.8282548476454294,0.8037127043909412,0.5379160291965376,0.7684210526315789,0.7755102040816326,0.5,0.5116817192534651,0.7526315789473684,0.7707317073170732,0.4066743850708008,0,chemprop,exp_2_cip_rs_singletask,F/L_class,test,22,11,0.5099587440490723,True,val_loss,10,75,10,1e-05,exp2_cip
0.8925813484314947,0.890095751556601,0.628886201784292,0.8139735480161012,0.8189196753428492,0.5,0.6297138728706481,0.8148361127084531,0.8158947970268725,0.531367838382721,1,chemprop,exp_2_cip_rs_singletask,F/L_class,train,23,12,0.5302576422691345,True,val_loss,10,75,10,1e-05,exp2_cip
0.8241551246537396,0.8077714913817409,0.5476415514324751,0.7736842105263158,0.7772020725388601,0.5,0.5684525467199003,0.7842105263157895,0.7853403141361257,0.531367838382721,1,chemprop,exp_2_cip_rs_singletask,F/L_class,val,23,12,0.5302576422691345,True,val_loss,10,75,10,1e-05,exp2_cip
0.8587257617728531,0.8187121438484097,0.6021388059356906,0.8,0.8080808080808081,0.5,0.5794612461375961,0.7894736842105263,0.7938144329896907,0.531367838382721,1,chemprop,exp_2_cip_rs_singletask,F/L_class,test,23,12,0.5302576422691345,True,val_loss,10,75,10,1e-05,exp2_cip
0.9582718416359662,0.9596419317114743,0.7936415327940363,0.8967797584818862,0.8975164145018556,0.5,0.763202158868585,0.8795284646348476,0.8854878382071604,0.35243701934814453,2,chemprop,exp_2_cip_rs_singletask,F/L_class,train,34,23,0.3356993794441223,True,val_loss,10,75,10,1e-05,exp2_cip
0.9332963988919667,0.9406535949913994,0.6631578947368421,0.8315789473684211,0.8315789473684211,0.5,0.7013343843696721,0.8473684210526315,0.8571428571428571,0.35243701934814453,2,chemprop,exp_2_cip_rs_singletask,F/L_class,val,34,23,0.3356993794441223,True,val_loss,10,75,10,1e-05,exp2_cip
0.8881994459833794,0.8882973888045624,0.6211903067372733,0.8105263157894737,0.8085106382978723,0.5,0.626067380418259,0.8105263157894737,0.8217821782178217,0.35243701934814453,2,chemprop,exp_2_cip_rs_singletask,F/L_class,test,34,23,0.3356993794441223,True,val_loss,10,75,10,1e-05,exp2_cip
0.87133616677375,0.8678193292973023,0.5993194828932922,0.7993099482461185,0.7943429581614614,0.5,0.608985172039864,0.80448533640023,0.8051575931232091,0.45498019456863403,3,chemprop,exp_2_cip_rs_singletask,F/L_class,train,22,11,0.5729081630706787,True,val_loss,10,75,10,1e-05,exp2_cip
0.7848199445983379,0.7750866848066957,0.4542450641269245,0.7263157894736842,0.7142857142857143,0.5,0.49473684210526314,0.7473684210526316,0.7473684210526316,0.45498019456863403,3,chemprop,exp_2_cip_rs_singletask,F/L_class,val,22,11,0.5729081630706787,True,val_loss,10,75,10,1e-05,exp2_cip
0.784819944598338,0.7989714739114162,0.45353704422453167,0.7263157894736842,0.717391304347826,0.5,0.4631835565865854,0.7315789473684211,0.7329842931937173,0.45498019456863403,3,chemprop,exp_2_cip_rs_singletask,F/L_class,test,22,11,0.5729081630706787,True,val_loss,10,75,10,1e-05,exp2_cip
0.9001577648513401,0.894542322179562,0.6504013077285357,0.8251868890166763,0.8243789716926632,0.5,0.6351597604506103,0.815698677400805,0.8051079355427182,0.5901044607162476,4,chemprop,exp_2_cip_rs_singletask,F/L_class,train,23,12,0.44908466935157776,True,val_loss,10,75,10,1e-05,exp2_cip
0.8732409972299169,0.8792745668802507,0.6108309612131453,0.8052631578947368,0.8082901554404145,0.5,0.654410512927161,0.8263157894736842,0.819672131147541,0.5901044607162476,4,chemprop,exp_2_cip_rs_singletask,F/L_class,val,23,12,0.44908466935157776,True,val_loss,10,75,10,1e-05,exp2_cip
0.8422160664819945,0.8193034985886973,0.5373186100548619,0.7684210526315789,0.7634408602150538,0.5,0.5298798792491217,0.7631578947368421,0.7486033519553073,0.5901044607162476,4,chemprop,exp_2_cip_rs_singletask,F/L_class,test,23,12,0.44908466935157776,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0,chemprop,exp_2_cip_rs_multitask,R/S_class,train,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0,chemprop,exp_2_cip_rs_multitask,R/S_class,val,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0,chemprop,exp_2_cip_rs_multitask,R/S_class,test,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
0.8948077805087826,0.8981684515510334,0.6046946434894096,0.8004600345025877,0.7886723507917174,0.5,0.6165239160223748,0.8079355951696378,0.8034137728075338,0.45115506649017334,0,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
0.8519667590027701,0.8387402937847814,0.5623995112231819,0.7789473684210526,0.7640449438202247,0.5,0.5897678246195885,0.7947368421052632,0.7914438502673797,0.45115506649017334,0,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
0.8311357340720221,0.8400551428039963,0.4441026811597043,0.7210526315789474,0.7071823204419889,0.5,0.45273191846953814,0.7263157894736842,0.723404255319149,0.45115506649017334,0,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
0.9108292955209134,0.9065801078467309,0.67970108995327,0.839850488786659,0.8398044291055508,0.5,0.6432962436570072,0.8148361127084531,0.7937219730941704,0.670287013053894,0,chemprop,exp_2_cip_rs_multitask,F/L_class,train,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
0.8378947368421054,0.8291034850724537,0.5580184111368726,0.7789473684210526,0.78125,0.5,0.587337397398582,0.7894736842105263,0.7701149425287356,0.670287013053894,0,chemprop,exp_2_cip_rs_multitask,F/L_class,val,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
0.8336842105263158,0.834655242441562,0.5373186100548619,0.7684210526315789,0.7731958762886598,0.5,0.45566118843288356,0.7210526315789474,0.6826347305389222,0.670287013053894,0,chemprop,exp_2_cip_rs_multitask,F/L_class,test,46,35,0.33374908566474915,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1,chemprop,exp_2_cip_rs_multitask,R/S_class,train,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1,chemprop,exp_2_cip_rs_multitask,R/S_class,val,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1,chemprop,exp_2_cip_rs_multitask,R/S_class,test,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
0.8664342465132843,0.8667847127826771,0.5559211645384546,0.7771707878090857,0.7852590745358825,0.5,0.5540353403046683,0.7754456584243818,0.7867867867867868,0.4715132713317871,1,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
0.8224930747922438,0.80888806027518,0.4965004189294291,0.7473684210526316,0.7575757575757576,0.5,0.531313927552782,0.7631578947368421,0.7783251231527094,0.4715132713317871,1,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
0.8311357340720221,0.8448313603389773,0.45353704422453167,0.7263157894736842,0.7346938775510204,0.5,0.43399002170046974,0.7157894736842105,0.73,0.4715132713317871,1,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
0.9107224876253298,0.90886260150924,0.6696160747933247,0.8346751006325475,0.8323126275882181,0.5,0.6696160747933247,0.8346751006325475,0.8323126275882181,0.5,1,chemprop,exp_2_cip_rs_multitask,F/L_class,train,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
0.8361218836565096,0.8152234679573944,0.6105601427732262,0.8052631578947368,0.806282722513089,0.5,0.6105601427732262,0.8052631578947368,0.806282722513089,0.5,1,chemprop,exp_2_cip_rs_multitask,F/L_class,val,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
0.852742382271468,0.828989276563723,0.5790757096703395,0.7894736842105263,0.7916666666666666,0.5,0.5790757096703395,0.7894736842105263,0.7916666666666666,0.5,1,chemprop,exp_2_cip_rs_multitask,F/L_class,test,50,39,0.34629619121551514,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2,chemprop,exp_2_cip_rs_multitask,R/S_class,train,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2,chemprop,exp_2_cip_rs_multitask,R/S_class,val,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2,chemprop,exp_2_cip_rs_multitask,R/S_class,test,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
0.8836845483365248,0.8834743192908994,0.5923023544381941,0.7961472110408281,0.7966733581875538,0.5,0.5972688810749769,0.7981598619896493,0.7923076923076923,0.5379683971405029,2,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
0.7445983379501384,0.7371499574530913,0.3370101854969077,0.6684210526315789,0.6735751295336787,0.5,0.38981938376529196,0.6947368421052632,0.6881720430107527,0.5379683971405029,2,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
0.7656509695290858,0.784882644772771,0.34744542580220367,0.6736842105263158,0.6702127659574468,0.5,0.3583914681524163,0.6789473684210526,0.6702702702702703,0.5379683971405029,2,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
0.8974865754379536,0.8934081832293456,0.6457751413412242,0.8228867165037378,0.8226827864133563,0.5,0.6474852040643901,0.8231742380678551,0.8282602624965093,0.4380149841308594,2,chemprop,exp_2_cip_rs_multitask,F/L_class,train,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
0.8961772853185596,0.8976606960168039,0.5895063447465633,0.7947368421052632,0.7936507936507936,0.5,0.6433897604115449,0.8210526315789474,0.826530612244898,0.4380149841308594,2,chemprop,exp_2_cip_rs_multitask,F/L_class,val,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
0.8546260387811635,0.8424063391228128,0.5368421052631579,0.7684210526315789,0.7684210526315789,0.5,0.5610114914664609,0.7789473684210526,0.79,0.4380149841308594,2,chemprop,exp_2_cip_rs_multitask,F/L_class,test,48,37,0.3457246422767639,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,3,chemprop,exp_2_cip_rs_multitask,R/S_class,train,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,3,chemprop,exp_2_cip_rs_multitask,R/S_class,val,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,3,chemprop,exp_2_cip_rs_multitask,R/S_class,test,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
0.8549198262900195,0.8562565001387753,0.5361770604015379,0.7673950546290972,0.7587235311661199,0.5,0.4971111678232134,0.7300172512938471,0.6669031571479248,0.6472455263137817,3,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
0.8077562326869805,0.8197797584503621,0.4027087082293325,0.7,0.6815642458100558,0.5,0.5107118882612759,0.7263157894736842,0.6438356164383562,0.6472455263137817,3,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
0.8480886426592797,0.8477857451965893,0.5692099788303082,0.7842105263157895,0.7783783783783784,0.5,0.5388159060803247,0.7526315789473684,0.7006369426751592,0.6472455263137817,3,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
0.8952386495117095,0.8923517444836557,0.6530891576434573,0.8263369752731455,0.8293785310734463,0.5,0.653867281693084,0.8269120184013801,0.8259109311740891,0.5332225561141968,3,chemprop,exp_2_cip_rs_multitask,F/L_class,train,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
0.7387257617728531,0.7048538321494869,0.42126273187113467,0.7105263157894737,0.7150259067357513,0.5,0.4633890050582481,0.7315789473684211,0.7272727272727273,0.5332225561141968,3,chemprop,exp_2_cip_rs_multitask,F/L_class,val,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
0.8155124653739612,0.8000915076604355,0.5162472920134947,0.7578947368421053,0.7628865979381443,0.5,0.5157894736842106,0.7578947368421053,0.7578947368421053,0.5332225561141968,3,chemprop,exp_2_cip_rs_multitask,F/L_class,test,41,30,0.39133039116859436,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,4,chemprop,exp_2_cip_rs_multitask,R/S_class,train,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,4,chemprop,exp_2_cip_rs_multitask,R/S_class,val,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,4,chemprop,exp_2_cip_rs_multitask,R/S_class,test,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
0.8733589032978508,0.8729540721695948,0.5606418652682962,0.7800460034502588,0.7750661570126434,0.5,0.5652857140629043,0.7826336975273146,0.7817551963048499,0.478190153837204,4,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
0.8014404432132963,0.7989093260474189,0.48445214165180484,0.7421052631578947,0.7379679144385026,0.5,0.5263449506665743,0.7631578947368421,0.7643979057591623,0.478190153837204,4,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
0.7961218836565097,0.7955212826772291,0.44232586846469135,0.7210526315789474,0.7165775401069518,0.5,0.4421297585599224,0.7210526315789474,0.7225130890052356,0.478190153837204,4,chemprop,exp_2_cip_rs_multitask,@/@@_class,test,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
0.9025652412717612,0.9015379625518614,0.6613049550719136,0.8306497987349051,0.8303082685105158,0.5,0.6589516345656402,0.828637147786084,0.8223017292784734,0.5633723735809326,4,chemprop,exp_2_cip_rs_multitask,F/L_class,train,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
0.8515235457063712,0.8489495139039058,0.5895063447465633,0.7947368421052632,0.7958115183246073,0.5,0.6324555320336759,0.8157894736842105,0.8108108108108109,0.5633723735809326,4,chemprop,exp_2_cip_rs_multitask,F/L_class,val,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
0.8396675900277009,0.8094383972115757,0.48423735461324835,0.7421052631578947,0.743455497382199,0.5,0.48445214165180484,0.7421052631578947,0.7379679144385026,0.5633723735809326,4,chemprop,exp_2_cip_rs_multitask,F/L_class,test,54,43,0.3415115773677826,True,val_loss,10,75,10,1e-05,exp2_cip
