AUROC,MCC,Accuracy,F1,AUPRC,fold,model,featurization,target,split,stopped_epoch
0.8240443213296398,0.5473987486932372,0.7736842105263158,0.7724867724867724,0.8287622877663966,0,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,39
0.5167094835160366,0.03509994591740167,0.5175388154111559,0.5259887005649717,0.5138412223435989,1,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,50
0.848421052631579,0.6318940978067019,0.8157894736842105,0.8186528497409327,0.8447087529173403,1,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,50
0.7840443213296397,0.3473684210526316,0.6736842105263158,0.6736842105263158,0.7921775854567441,1,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,50
0.5094657257431168,0.007475738655824582,0.503737780333525,0.5020196191575302,0.5188570642059341,2,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,43
0.8173961218836565,0.3579145664532705,0.6789473684210526,0.6772486772486772,0.8379475211025378,2,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,43
0.8033240997229917,0.42107596053325946,0.7105263157894737,0.7120418848167539,0.8117732438572405,2,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,43
0.49917926564446335,0.0023009430161479716,0.5011500862564693,0.49461112729391205,0.5012239836062683,3,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,42
0.773961218836565,0.33730961708462714,0.6684210526315789,0.676923076923077,0.7657935652966209,3,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,42
0.8549584487534626,0.6001330082038063,0.8,0.8020833333333334,0.8412149819429564,3,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,42
0.5001491342442977,0.0034504236431441883,0.5017251293847038,0.49927766541462004,0.5098611916310541,4,chemprop,exp_2_cip_rs_singletask,@/@@_class,train,40
0.8429916897506926,0.473789217003005,0.7368421052631579,0.7395833333333334,0.8586022958762065,4,chemprop,exp_2_cip_rs_singletask,@/@@_class,val,40
0.8140720221606648,0.473789217003005,0.7368421052631579,0.7340425531914894,0.8171880353033523,4,chemprop,exp_2_cip_rs_singletask,@/@@_class,test,40
0.5047109556793528,0.008050637072118273,0.5040253018976423,0.5047372954349698,0.5004186113913959,0,chemprop,exp_2_cip_rs_singletask,F/L_class,train,24
0.8286980609418282,0.6316139407998892,0.8157894736842105,0.8167539267015707,0.8202755908533695,0,chemprop,exp_2_cip_rs_singletask,F/L_class,val,24
0.8065373961218837,0.5159038140699388,0.7578947368421053,0.7553191489361702,0.7992295762214816,0,chemprop,exp_2_cip_rs_singletask,F/L_class,test,24
0.5062383416536574,0.01552847532684052,0.5077630822311673,0.5034802784222738,0.5052056124000259,1,chemprop,exp_2_cip_rs_singletask,F/L_class,train,35
0.8578393351800554,0.5473987486932372,0.7736842105263158,0.7724867724867724,0.8372952320068681,1,chemprop,exp_2_cip_rs_singletask,F/L_class,val,35
0.8626038781163434,0.5895063447465633,0.7947368421052632,0.7936507936507936,0.8608053635438125,1,chemprop,exp_2_cip_rs_singletask,F/L_class,test,35
0.49828594821437366,0.0034534720703985455,0.5017251293847038,0.5122431747818744,0.5037625386687885,2,chemprop,exp_2_cip_rs_singletask,F/L_class,train,31
0.9340720221606648,0.6978756418223925,0.8473684210526315,0.8542713567839196,0.9385797374653133,2,chemprop,exp_2_cip_rs_singletask,F/L_class,val,31
0.8368975069252077,0.5168212829535361,0.7578947368421053,0.7653061224489796,0.826013022232772,2,chemprop,exp_2_cip_rs_singletask,F/L_class,test,31
0.4842999006984179,-0.01782729199614107,0.49108683151236343,0.4884393063583815,0.4936724802330378,3,chemprop,exp_2_cip_rs_singletask,F/L_class,train,50
0.8037673130193905,0.5473987486932372,0.7736842105263158,0.7724867724867724,0.7799072150261481,3,chemprop,exp_2_cip_rs_singletask,F/L_class,val,50
0.8934072022160665,0.6216038822203304,0.8105263157894737,0.8064516129032258,0.8989068651542479,3,chemprop,exp_2_cip_rs_singletask,F/L_class,test,50
0.5085940674992833,0.01788110266168135,0.5089131684876366,0.527393469839513,0.5061758952749383,4,chemprop,exp_2_cip_rs_singletask,F/L_class,train,21
0.8674792243767313,0.5525664846548932,0.7736842105263158,0.7881773399014779,0.867430086847445,4,chemprop,exp_2_cip_rs_singletask,F/L_class,val,21
0.8311357340720221,0.5610114914664609,0.7789473684210526,0.79,0.8180773796137091,4,chemprop,exp_2_cip_rs_singletask,F/L_class,test,21
0.4978273025451032,0.008625646923519264,0.5043128234617597,0.5043128234617597,0.49562042594797023,0,chemprop,exp_2_cip_rs_multitask,R/S_class,train,38
0.49013349664249545,-0.005178073670169128,0.4974123059229442,0.5053763440860215,0.4901113374976734,0,chemprop,exp_2_cip_rs_multitask,@/@@_class,train,38
0.5035044894036979,0.004025823776633062,0.5020126509488212,0.5059897318881916,0.504108205898799,0,chemprop,exp_2_cip_rs_multitask,F/L_class,train,38
0.9997783933518005,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.9997795475530934,0,chemprop,exp_2_cip_rs_multitask,R/S_class,val,38
0.8290304709141274,0.473789217003005,0.7368421052631579,0.7395833333333334,0.8326860337730726,0,chemprop,exp_2_cip_rs_multitask,@/@@_class,val,38
