AUROC,AUPRC,MCC,Accuracy,F1,threshold,MCC_tuned,Accuracy_tuned,F1_tuned,threshold_tuned,fold,model,featurization,target,split,fp_size
0.5,0.5000000000000001,0.0,0.5,0.4808743169398907,0.5,0.0,0.5,0.4808743169398907,0.5,0,RF,morgan_count_no_chiral,R/S_class,test,512
0.5,0.5,0.0,0.5,0.5021471514457486,0.5,0.0,0.5,0.5021471514457486,0.5,1,RF,morgan_count_no_chiral,R/S_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4808743169398907,0.5,0.0,0.5,0.4808743169398907,0.5,1,RF,morgan_count_no_chiral,R/S_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4508670520231214,0.5,0.0,0.5,0.4508670520231214,0.5,1,RF,morgan_count_no_chiral,R/S_class,test,512
0.5000000000000001,0.5,0.0,0.5,0.5046995158074623,0.5,0.0,0.5,0.5046995158074623,0.5,2,RF,morgan_count_no_chiral,R/S_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,2,RF,morgan_count_no_chiral,R/S_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4973544973544973,0.5,0.0,0.5,0.4973544973544973,0.5,2,RF,morgan_count_no_chiral,R/S_class,test,512
0.5,0.5,0.0,0.5,0.49491722335172816,0.5,0.0,0.5,0.49491722335172816,0.5,3,RF,morgan_count_no_chiral,R/S_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.5410628019323671,0.5,0.0,0.5,0.5410628019323671,0.5,3,RF,morgan_count_no_chiral,R/S_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.5226130653266332,0.5,0.0,0.5,0.5226130653266332,0.5,3,RF,morgan_count_no_chiral,R/S_class,test,512
0.49999999999999994,0.5,0.0,0.5,0.49870279619486885,0.5,0.0,0.5,0.49870279619486885,0.5,4,RF,morgan_count_no_chiral,R/S_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.47513812154696133,0.5,0.0,0.5,0.47513812154696133,0.5,4,RF,morgan_count_no_chiral,R/S_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,4,RF,morgan_count_no_chiral,R/S_class,test,512
0.5,0.5,0.0,0.5,0.5001437194596148,0.5,0.0,0.5,0.5001437194596148,0.5,0,RF,morgan_count_no_chiral,@/@@_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.5026178010471204,0.5,0.0,0.5,0.5026178010471204,0.5,0,RF,morgan_count_no_chiral,@/@@_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.47513812154696133,0.5,0.0,0.5,0.47513812154696133,0.5,0,RF,morgan_count_no_chiral,@/@@_class,test,512
0.5,0.5,0.0,0.5,0.5094499294781383,0.5,0.0,0.5,0.5094499294781383,0.5,1,RF,morgan_count_no_chiral,@/@@_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,1,RF,morgan_count_no_chiral,@/@@_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4692737430167598,0.5,0.0,0.5,0.4692737430167598,0.5,1,RF,morgan_count_no_chiral,@/@@_class,test,512
0.49999999999999994,0.5,0.0,0.5,0.49374090247452695,0.5,0.0,0.5,0.49374090247452695,0.5,2,RF,morgan_count_no_chiral,@/@@_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.5177664974619289,0.5,0.0,0.5,0.5177664974619289,0.5,2,RF,morgan_count_no_chiral,@/@@_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.5128205128205128,0.5,0.0,0.5,0.5128205128205128,0.5,2,RF,morgan_count_no_chiral,@/@@_class,test,512
0.49999999999999994,0.5,0.0,0.5,0.5001437194596148,0.5,0.0,0.5,0.5001437194596148,0.5,3,RF,morgan_count_no_chiral,@/@@_class,train,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,3,RF,morgan_count_no_chiral,@/@@_class,val,512
0.5,0.5000000000000001,0.0,0.5,0.4864864864864865,0.5,0.0,0.5,0.4864864864864865,0.5,3,RF,morgan_count_no_chiral,@/@@_class,test,512
0.49999999999999994,0.5,0.0,0.5,0.5024320457796853,0.5,0.0,0.5,0.5024320457796853,0.5,4,RF,morgan_count_no_chiral,@/@@_class,train,512
